"","Date","Year","Month","Dayofweek","Count"
"1374",2015-10-06,"2015","10","2",687
"1375",2015-10-07,"2015","10","3",726
"1376",2015-10-08,"2015","10","4",716
"1377",2015-10-09,"2015","10","5",756
"1378",2015-10-10,"2015","10","6",691
"1379",2015-10-11,"2015","10","7",694
"1380",2015-10-12,"2015","10","1",590
"1381",2015-10-13,"2015","10","2",713
"1382",2015-10-14,"2015","10","3",635
"1383",2015-10-15,"2015","10","4",689
"1384",2015-10-16,"2015","10","5",692
"1385",2015-10-17,"2015","10","6",649
"1386",2015-10-18,"2015","10","7",675
"1387",2015-10-19,"2015","10","1",689
"1388",2015-10-20,"2015","10","2",757
"1389",2015-10-21,"2015","10","3",695
"1390",2015-10-22,"2015","10","4",695
"1391",2015-10-23,"2015","10","5",698
"1392",2015-10-24,"2015","10","6",678
"1393",2015-10-25,"2015","10","7",625
"1394",2015-10-26,"2015","10","1",674
"1395",2015-10-27,"2015","10","2",668
"1396",2015-10-28,"2015","10","3",715
"1397",2015-10-29,"2015","10","4",697
"1398",2015-10-30,"2015","10","5",752
"1399",2015-10-31,"2015","10","6",704
"1400",2015-11-01,"2015","11","7",728
"1401",2015-11-02,"2015","11","1",717
"1402",2015-11-03,"2015","11","2",692
"1403",2015-11-04,"2015","11","3",733
"1404",2015-11-05,"2015","11","4",708
"1405",2015-11-06,"2015","11","5",749
"1406",2015-11-07,"2015","11","6",675
"1407",2015-11-08,"2015","11","7",620
"1408",2015-11-09,"2015","11","1",711
"1409",2015-11-10,"2015","11","2",693
"1410",2015-11-11,"2015","11","3",691
"1411",2015-11-12,"2015","11","4",639
"1412",2015-11-13,"2015","11","5",677
"1413",2015-11-14,"2015","11","6",618
"1414",2015-11-15,"2015","11","7",703
"1415",2015-11-16,"2015","11","1",682
"1416",2015-11-17,"2015","11","2",693
"1417",2015-11-18,"2015","11","3",695
"1418",2015-11-19,"2015","11","4",646
"1419",2015-11-20,"2015","11","5",661
"1420",2015-11-21,"2015","11","6",691
"1421",2015-11-22,"2015","11","7",655
"1422",2015-11-23,"2015","11","1",674
"1423",2015-11-24,"2015","11","2",666
"1424",2015-11-25,"2015","11","3",662
"1425",2015-11-26,"2015","11","4",669
"1426",2015-11-27,"2015","11","5",715
"1427",2015-11-28,"2015","11","6",673
"1428",2015-11-29,"2015","11","7",647
"1429",2015-11-30,"2015","11","1",664
"1430",2015-12-01,"2015","12","2",720
"1431",2015-12-02,"2015","12","3",692
"1432",2015-12-03,"2015","12","4",698
"1433",2015-12-04,"2015","12","5",717
"1434",2015-12-05,"2015","12","6",660
"1435",2015-12-06,"2015","12","7",654
"1436",2015-12-07,"2015","12","1",653
"1437",2015-12-08,"2015","12","2",634
"1438",2015-12-09,"2015","12","3",733
"1439",2015-12-10,"2015","12","4",707
"1440",2015-12-11,"2015","12","5",742
"1441",2015-12-12,"2015","12","6",692
"1442",2015-12-13,"2015","12","7",644
"1443",2015-12-14,"2015","12","1",732
"1444",2015-12-15,"2015","12","2",748
"1445",2015-12-16,"2015","12","3",699
"1446",2015-12-17,"2015","12","4",696
"1447",2015-12-18,"2015","12","5",650
"1448",2015-12-19,"2015","12","6",651
"1449",2015-12-20,"2015","12","7",652
"1450",2015-12-21,"2015","12","1",688
"1451",2015-12-22,"2015","12","2",725
"1452",2015-12-23,"2015","12","3",717
"1453",2015-12-24,"2015","12","4",664
"1454",2015-12-25,"2015","12","5",577
"1455",2015-12-26,"2015","12","6",645
"1456",2015-12-27,"2015","12","7",613
"1457",2015-12-28,"2015","12","1",662
"1458",2015-12-29,"2015","12","2",640
"1459",2015-12-30,"2015","12","3",654
"1460",2015-12-31,"2015","12","4",684
"1461",2016-01-01,"2016","01","5",779
"1462",2016-01-02,"2016","01","6",646
"1463",2016-01-03,"2016","01","7",676
"1464",2016-01-04,"2016","01","1",658
"1465",2016-01-05,"2016","01","2",707
"1466",2016-01-06,"2016","01","3",682
"1467",2016-01-07,"2016","01","4",702
"1468",2016-01-08,"2016","01","5",728
"1469",2016-01-09,"2016","01","6",642
"1470",2016-01-10,"2016","01","7",677
"1471",2016-01-11,"2016","01","1",669
"1472",2016-01-12,"2016","01","2",690
"1473",2016-01-13,"2016","01","3",661
"1474",2016-01-14,"2016","01","4",722
"1475",2016-01-15,"2016","01","5",718
"1476",2016-01-16,"2016","01","6",651
"1477",2016-01-17,"2016","01","7",699
"1478",2016-01-18,"2016","01","1",702
"1479",2016-01-19,"2016","01","2",615
"1480",2016-01-20,"2016","01","3",676
"1481",2016-01-21,"2016","01","4",681
"1482",2016-01-22,"2016","01","5",706
"1483",2016-01-23,"2016","01","6",644
"1484",2016-01-24,"2016","01","7",658
"1485",2016-01-25,"2016","01","1",711
"1486",2016-01-26,"2016","01","2",700
"1487",2016-01-27,"2016","01","3",716
"1488",2016-01-28,"2016","01","4",708
"1489",2016-01-29,"2016","01","5",752
"1490",2016-01-30,"2016","01","6",713
"1491",2016-01-31,"2016","01","7",730
"1492",2016-02-01,"2016","02","1",731
"1493",2016-02-02,"2016","02","2",640
"1494",2016-02-03,"2016","02","3",711
"1495",2016-02-04,"2016","02","4",664
"1496",2016-02-05,"2016","02","5",715
"1497",2016-02-06,"2016","02","6",736
"1498",2016-02-07,"2016","02","7",653
"1499",2016-02-08,"2016","02","1",738
"1500",2016-02-09,"2016","02","2",694
"1501",2016-02-10,"2016","02","3",680
"1502",2016-02-11,"2016","02","4",692
"1503",2016-02-12,"2016","02","5",704
"1504",2016-02-13,"2016","02","6",691
"1505",2016-02-14,"2016","02","7",685
"1506",2016-02-15,"2016","02","1",641
"1507",2016-02-16,"2016","02","2",754
"1508",2016-02-17,"2016","02","3",719
"1509",2016-02-18,"2016","02","4",682
"1510",2016-02-19,"2016","02","5",737
"1511",2016-02-20,"2016","02","6",700
"1512",2016-02-21,"2016","02","7",655
"1513",2016-02-22,"2016","02","1",734
"1514",2016-02-23,"2016","02","2",750
"1515",2016-02-24,"2016","02","3",706
"1516",2016-02-25,"2016","02","4",751
"1517",2016-02-26,"2016","02","5",794
"1518",2016-02-27,"2016","02","6",737
"1519",2016-02-28,"2016","02","7",723
"1520",2016-02-29,"2016","02","1",733
"1521",2016-03-01,"2016","03","2",704
"1522",2016-03-02,"2016","03","3",721
"1523",2016-03-03,"2016","03","4",750
"1524",2016-03-04,"2016","03","5",759
"1525",2016-03-05,"2016","03","6",746
"1526",2016-03-06,"2016","03","7",696
"1527",2016-03-07,"2016","03","1",769
"1528",2016-03-08,"2016","03","2",742
"1529",2016-03-09,"2016","03","3",754
"1530",2016-03-10,"2016","03","4",773
"1531",2016-03-11,"2016","03","5",734
"1532",2016-03-12,"2016","03","6",727
"1533",2016-03-13,"2016","03","7",636
"1534",2016-03-14,"2016","03","1",750
"1535",2016-03-15,"2016","03","2",723
"1536",2016-03-16,"2016","03","3",712
"1537",2016-03-17,"2016","03","4",729
"1538",2016-03-18,"2016","03","5",685
"1539",2016-03-19,"2016","03","6",613
"1540",2016-03-20,"2016","03","7",665
"1541",2016-03-21,"2016","03","1",685
"1542",2016-03-22,"2016","03","2",678
"1543",2016-03-23,"2016","03","3",635
"1544",2016-03-24,"2016","03","4",716
"1545",2016-03-25,"2016","03","5",621
"1546",2016-03-26,"2016","03","6",689
"1547",2016-03-27,"2016","03","7",696
"1548",2016-03-28,"2016","03","1",653
"1549",2016-03-29,"2016","03","2",631
"1550",2016-03-30,"2016","03","3",662
"1551",2016-03-31,"2016","03","4",700
"1552",2016-04-01,"2016","04","5",797
"1553",2016-04-02,"2016","04","6",721
"1554",2016-04-03,"2016","04","7",717
"1555",2016-04-04,"2016","04","1",694
"1556",2016-04-05,"2016","04","2",706
"1557",2016-04-06,"2016","04","3",672
"1558",2016-04-07,"2016","04","4",723
"1559",2016-04-08,"2016","04","5",746
"1560",2016-04-09,"2016","04","6",699
"1561",2016-04-10,"2016","04","7",694
"1562",2016-04-11,"2016","04","1",712
"1563",2016-04-12,"2016","04","2",686
"1564",2016-04-13,"2016","04","3",713
"1565",2016-04-14,"2016","04","4",686
"1566",2016-04-15,"2016","04","5",683
"1567",2016-04-16,"2016","04","6",706
"1568",2016-04-17,"2016","04","7",726
"1569",2016-04-18,"2016","04","1",766
"1570",2016-04-19,"2016","04","2",738
"1571",2016-04-20,"2016","04","3",691
"1572",2016-04-21,"2016","04","4",707
"1573",2016-04-22,"2016","04","5",710
"1574",2016-04-23,"2016","04","6",658
"1575",2016-04-24,"2016","04","7",709
"1576",2016-04-25,"2016","04","1",695
"1577",2016-04-26,"2016","04","2",627
"1578",2016-04-27,"2016","04","3",726
"1579",2016-04-28,"2016","04","4",717
"1580",2016-04-29,"2016","04","5",740
"1581",2016-04-30,"2016","04","6",709
"1582",2016-05-01,"2016","05","7",695
"1583",2016-05-02,"2016","05","1",709
"1584",2016-05-03,"2016","05","2",684
"1585",2016-05-04,"2016","05","3",692
"1586",2016-05-05,"2016","05","4",779
"1587",2016-05-06,"2016","05","5",765
"1588",2016-05-07,"2016","05","6",750
"1589",2016-05-08,"2016","05","7",698
"1590",2016-05-09,"2016","05","1",684
"1591",2016-05-10,"2016","05","2",696
"1592",2016-05-11,"2016","05","3",729
"1593",2016-05-12,"2016","05","4",746
"1594",2016-05-13,"2016","05","5",689
"1595",2016-05-14,"2016","05","6",663
"1596",2016-05-15,"2016","05","7",655
"1597",2016-05-16,"2016","05","1",715
"1598",2016-05-17,"2016","05","2",699
"1599",2016-05-18,"2016","05","3",742
"1600",2016-05-19,"2016","05","4",750
"1601",2016-05-20,"2016","05","5",703
"1602",2016-05-21,"2016","05","6",706
"1603",2016-05-22,"2016","05","7",701
"1604",2016-05-23,"2016","05","1",674
"1605",2016-05-24,"2016","05","2",752
"1606",2016-05-25,"2016","05","3",757
"1607",2016-05-26,"2016","05","4",736
"1608",2016-05-27,"2016","05","5",814
"1609",2016-05-28,"2016","05","6",800
"1610",2016-05-29,"2016","05","7",802
"1611",2016-05-30,"2016","05","1",798
"1612",2016-05-31,"2016","05","2",814
"1613",2016-06-01,"2016","06","3",777
"1614",2016-06-02,"2016","06","4",774
"1615",2016-06-03,"2016","06","5",813
"1616",2016-06-04,"2016","06","6",768
"1617",2016-06-05,"2016","06","7",715
"1618",2016-06-06,"2016","06","1",784
"1619",2016-06-07,"2016","06","2",730
"1620",2016-06-08,"2016","06","3",674
"1621",2016-06-09,"2016","06","4",713
"1622",2016-06-10,"2016","06","5",737
"1623",2016-06-11,"2016","06","6",764
"1624",2016-06-12,"2016","06","7",686
"1625",2016-06-13,"2016","06","1",724
"1626",2016-06-14,"2016","06","2",689
"1627",2016-06-15,"2016","06","3",706
"1628",2016-06-16,"2016","06","4",743
"1629",2016-06-17,"2016","06","5",762
"1630",2016-06-18,"2016","06","6",774
"1631",2016-06-19,"2016","06","7",772
"1632",2016-06-20,"2016","06","1",814
"1633",2016-06-21,"2016","06","2",754
"1634",2016-06-22,"2016","06","3",774
"1635",2016-06-23,"2016","06","4",739
"1636",2016-06-24,"2016","06","5",767
"1637",2016-06-25,"2016","06","6",733
"1638",2016-06-26,"2016","06","7",725
"1639",2016-06-27,"2016","06","1",748
"1640",2016-06-28,"2016","06","2",698
"1641",2016-06-29,"2016","06","3",734
"1642",2016-06-30,"2016","06","4",806
"1643",2016-07-01,"2016","07","5",692
"1644",2016-07-02,"2016","07","6",736
"1645",2016-07-03,"2016","07","7",857
"1646",2016-07-04,"2016","07","1",789
"1647",2016-07-05,"2016","07","2",766
"1648",2016-07-06,"2016","07","3",784
"1649",2016-07-07,"2016","07","4",784
"1650",2016-07-08,"2016","07","5",755
"1651",2016-07-09,"2016","07","6",769
"1652",2016-07-10,"2016","07","7",776
"1653",2016-07-11,"2016","07","1",734
"1654",2016-07-12,"2016","07","2",715
"1655",2016-07-13,"2016","07","3",729
"1656",2016-07-14,"2016","07","4",758
"1657",2016-07-15,"2016","07","5",784
"1658",2016-07-16,"2016","07","6",697
"1659",2016-07-17,"2016","07","7",745
"1660",2016-07-18,"2016","07","1",788
"1661",2016-07-19,"2016","07","2",713
"1662",2016-07-20,"2016","07","3",725
"1663",2016-07-21,"2016","07","4",743
"1664",2016-07-22,"2016","07","5",754
"1665",2016-07-23,"2016","07","6",806
"1666",2016-07-24,"2016","07","7",696
"1667",2016-07-25,"2016","07","1",758
"1668",2016-07-26,"2016","07","2",750
"1669",2016-07-27,"2016","07","3",728
"1670",2016-07-28,"2016","07","4",740
"1671",2016-07-29,"2016","07","5",731
"1672",2016-07-30,"2016","07","6",853
"1673",2016-07-31,"2016","07","7",710
"1674",2016-08-01,"2016","08","1",699
"1675",2016-08-02,"2016","08","2",771
"1676",2016-08-03,"2016","08","3",705
"1677",2016-08-04,"2016","08","4",742
"1678",2016-08-05,"2016","08","5",806
"1679",2016-08-06,"2016","08","6",759
"1680",2016-08-07,"2016","08","7",720
"1681",2016-08-08,"2016","08","1",763
"1682",2016-08-09,"2016","08","2",728
"1683",2016-08-10,"2016","08","3",734
"1684",2016-08-11,"2016","08","4",728
"1685",2016-08-12,"2016","08","5",766
"1686",2016-08-13,"2016","08","6",740
"1687",2016-08-14,"2016","08","7",704
"1688",2016-08-15,"2016","08","1",732
"1689",2016-08-16,"2016","08","2",697
"1690",2016-08-17,"2016","08","3",756
"1691",2016-08-18,"2016","08","4",691
"1692",2016-08-19,"2016","08","5",772
"1693",2016-08-20,"2016","08","6",816
"1694",2016-08-21,"2016","08","7",678
"1695",2016-08-22,"2016","08","1",749
"1696",2016-08-23,"2016","08","2",723
"1697",2016-08-24,"2016","08","3",749
"1698",2016-08-25,"2016","08","4",735
"1699",2016-08-26,"2016","08","5",824
"1700",2016-08-27,"2016","08","6",790
"1701",2016-08-28,"2016","08","7",743
"1702",2016-08-29,"2016","08","1",790
"1703",2016-08-30,"2016","08","2",772
"1704",2016-08-31,"2016","08","3",807
"1705",2016-09-01,"2016","09","4",751
"1706",2016-09-02,"2016","09","5",785
"1707",2016-09-03,"2016","09","6",732
"1708",2016-09-04,"2016","09","7",804
"1709",2016-09-05,"2016","09","1",692
"1710",2016-09-06,"2016","09","2",805
"1711",2016-09-07,"2016","09","3",807
"1712",2016-09-08,"2016","09","4",762
"1713",2016-09-09,"2016","09","5",780
"1714",2016-09-10,"2016","09","6",797
"1715",2016-09-11,"2016","09","7",708
"1716",2016-09-12,"2016","09","1",788
"1717",2016-09-13,"2016","09","2",746
"1718",2016-09-14,"2016","09","3",725
"1719",2016-09-15,"2016","09","4",723
"1720",2016-09-16,"2016","09","5",794
"1721",2016-09-17,"2016","09","6",722
"1722",2016-09-18,"2016","09","7",743
"1723",2016-09-19,"2016","09","1",726
"1724",2016-09-20,"2016","09","2",717
"1725",2016-09-21,"2016","09","3",705
"1726",2016-09-22,"2016","09","4",732
"1727",2016-09-23,"2016","09","5",678
"1728",2016-09-24,"2016","09","6",752
"1729",2016-09-25,"2016","09","7",694
"1730",2016-09-26,"2016","09","1",758
"1731",2016-09-27,"2016","09","2",674
"1732",2016-09-28,"2016","09","3",727
"1733",2016-09-29,"2016","09","4",702
"1734",2016-09-30,"2016","09","5",734
"1735",2016-10-01,"2016","10","6",733
"1736",2016-10-02,"2016","10","7",748
"1737",2016-10-03,"2016","10","1",768
"1738",2016-10-04,"2016","10","2",721
"1739",2016-10-05,"2016","10","3",798
"1740",2016-10-06,"2016","10","4",772
"1741",2016-10-07,"2016","10","5",755
"1742",2016-10-08,"2016","10","6",682
"1743",2016-10-09,"2016","10","7",634
"1744",2016-10-10,"2016","10","1",669
"1745",2016-10-11,"2016","10","2",699
"1746",2016-10-12,"2016","10","3",751
"1747",2016-10-13,"2016","10","4",738
"1748",2016-10-14,"2016","10","5",692
"1749",2016-10-15,"2016","10","6",757
"1750",2016-10-16,"2016","10","7",723
"1751",2016-10-17,"2016","10","1",706
"1752",2016-10-18,"2016","10","2",749
"1753",2016-10-19,"2016","10","3",754
"1754",2016-10-20,"2016","10","4",718
"1755",2016-10-21,"2016","10","5",720
"1756",2016-10-22,"2016","10","6",730
"1757",2016-10-23,"2016","10","7",636
"1758",2016-10-24,"2016","10","1",664
"1759",2016-10-25,"2016","10","2",706
"1760",2016-10-26,"2016","10","3",688
"1761",2016-10-27,"2016","10","4",671
"1762",2016-10-28,"2016","10","5",742
"1763",2016-10-29,"2016","10","6",749
"1764",2016-10-30,"2016","10","7",773
"1765",2016-10-31,"2016","10","1",748
"1766",2016-11-01,"2016","11","2",767
"1767",2016-11-02,"2016","11","3",754
"1768",2016-11-03,"2016","11","4",771
"1769",2016-11-04,"2016","11","5",785
"1770",2016-11-05,"2016","11","6",722
"1771",2016-11-06,"2016","11","7",678
"1772",2016-11-07,"2016","11","1",720
"1773",2016-11-08,"2016","11","2",733
"1774",2016-11-09,"2016","11","3",684
"1775",2016-11-10,"2016","11","4",729
"1776",2016-11-11,"2016","11","5",749
"1777",2016-11-12,"2016","11","6",689
"1778",2016-11-13,"2016","11","7",681
"1779",2016-11-14,"2016","11","1",698
"1780",2016-11-15,"2016","11","2",737
"1781",2016-11-16,"2016","11","3",699
"1782",2016-11-17,"2016","11","4",727
"1783",2016-11-18,"2016","11","5",753
"1784",2016-11-19,"2016","11","6",712
"1785",2016-11-20,"2016","11","7",705
"1786",2016-11-21,"2016","11","1",723
"1787",2016-11-22,"2016","11","2",732
"1788",2016-11-23,"2016","11","3",705
"1789",2016-11-24,"2016","11","4",673
"1790",2016-11-25,"2016","11","5",737
"1791",2016-11-26,"2016","11","6",733
"1792",2016-11-27,"2016","11","7",734
"1793",2016-11-28,"2016","11","1",750
"1794",2016-11-29,"2016","11","2",721
"1795",2016-11-30,"2016","11","3",775
"1796",2016-12-01,"2016","12","4",760
"1797",2016-12-02,"2016","12","5",714
"1798",2016-12-03,"2016","12","6",705
"1799",2016-12-04,"2016","12","7",718
"1800",2016-12-05,"2016","12","1",712
"1801",2016-12-06,"2016","12","2",756
"1802",2016-12-07,"2016","12","3",716
"1803",2016-12-08,"2016","12","4",710
"1804",2016-12-09,"2016","12","5",714
"1805",2016-12-10,"2016","12","6",705
"1806",2016-12-11,"2016","12","7",700
"1807",2016-12-12,"2016","12","1",774
"1808",2016-12-13,"2016","12","2",680
"1809",2016-12-14,"2016","12","3",760
"1810",2016-12-15,"2016","12","4",742
"1811",2016-12-16,"2016","12","5",780
"1812",2016-12-17,"2016","12","6",848
"1813",2016-12-18,"2016","12","7",763
"1814",2016-12-19,"2016","12","1",788
"1815",2016-12-20,"2016","12","2",770
"1816",2016-12-21,"2016","12","3",785
"1817",2016-12-22,"2016","12","4",813
"1818",2016-12-23,"2016","12","5",785
"1819",2016-12-24,"2016","12","6",785
"1820",2016-12-25,"2016","12","7",671
"1821",2016-12-26,"2016","12","1",821
"1822",2016-12-27,"2016","12","2",764
"1823",2016-12-28,"2016","12","3",760
"1824",2016-12-29,"2016","12","4",791
"1825",2016-12-30,"2016","12","5",789
"1826",2016-12-31,"2016","12","6",792
